,link,category,name,is_save
378,https://vkusvill.ru/goods/fetuchini-s-otvarnoy-govyadinoy-i-belymi-gribami-101255.html,Готовая еда,фетучини с отварной говядиной и белыми грибами,1
379,https://vkusvill.ru/goods/file-indeyki-gril-s-pastoy-ptitim-so-shpinatom-i-ovoshchami-48167.html,Готовая еда,филе индейки гриль с пастой птитим со шпинатом и овощами,1
380,https://vkusvill.ru/goods/file-kurinoy-grudki-zapechennoe-34581.html,Готовая еда,филе куриной грудки запеченное,1
381,https://vkusvill.ru/goods/file-kurinoy-grudki-s-pertsem-i-chesnokom-narezka-24435.html,Готовая еда,филе куриной грудки с перцем и чесноком нарезка,1
382,https://vkusvill.ru/goods/vetchina-iz-indeyki-39219.html,"Колбаса, сосиски, деликатесы",ветчина из индейки,1
383,https://vkusvill.ru/goods/file-mintaya-zharenoe-v-klyare-s-kartofelnym-pyure-98614.html,Готовая еда,филе минтая жареное в кляре с картофельным пюре,1
384,https://vkusvill.ru/goods/file-saydy-pod-marinadom-s-kartofelnym-pyure-71194.html,Готовая еда,филе сайды под маринадом с картофельным пюре,1
385,https://vkusvill.ru/goods/file-semgi-na-paru-75129.html,Готовая еда,филе семги на пару,1
386,https://vkusvill.ru/goods/file-tsyplenka-broylera-kopcheno-zapechennoe-59720.html,Готовая еда,филе цыпленка-бройлера копчено-запеченное,1
387,https://vkusvill.ru/goods/file-kusok-treski-zapechennyy-pod-syrom-s-kartofelem-yaytsom-i-tomatami-105281.html,Готовая еда,филе-кусок трески запеченный под сыром с картофелем яйцом и томатами,1
388,https://vkusvill.ru/goods/frikadelki-s-kazarechche-103022.html,Готовая еда,фрикадельки с казаречче,1
389,https://vkusvill.ru/goods/khachapuri-po-megrelski-zam-450-g-80922.html,Замороженные продукты,хачапури по-мегрельски зам,1
390,https://vkusvill.ru/goods/khachapuri-s-syrom-pekarnya-64964.html,Готовая еда,хачапури с сыром пекарня,1
391,https://vkusvill.ru/goods/khashbraun-s-bekonom-i-pikantnym-sousom-102102.html,Готовая еда,хашбраун с беконом и пикантным соусом,1
392,https://vkusvill.ru/goods/kholodets-govyadina-kuritsa-55730.html,Готовая еда,холодец говядина-курица,1
393,https://vkusvill.ru/goods/kholodets-govyazhiy-18163.html,Готовая еда,холодец говяжий,1
394,https://vkusvill.ru/goods/khumus-ierusalimskiy-53716.html,Готовая еда,хумус иерусалимский,1
395,https://vkusvill.ru/goods/khumus-marokkanskiy-s-vyalenymi-tomatami-76892.html,Готовая еда,хумус марокканский с вялеными томатами,1
396,https://vkusvill.ru/goods/khumus-s-paprikoy-100602.html,Готовая еда,хумус с паприкой,1
397,https://vkusvill.ru/goods/khumus-s-vyalenymi-pomidorami-21408.html,Готовая еда,хумус с вялеными помидорами,1
398,https://vkusvill.ru/goods/med-s-kedrovymi-oreshkami-93812.html,Консервация,мед с кедровыми орешками,1
399,https://vkusvill.ru/goods/chebureki-s-myasom-57963.html,Готовая еда,чебуреки с мясом,1
400,https://vkusvill.ru/goods/chiabatta-s-indeykoy-su-vid-i-gorchichnym-sousom-68413.html,Готовая еда,чиабатта с индейкой су-вид и горчичным соусом,1
401,https://vkusvill.ru/goods/chiabatta-s-kurinym-file-i-sousom-pesto-78481.html,Готовая еда,чиабатта с куриным филе и соусом песто,1
402,https://vkusvill.ru/goods/chiabatta-s-tuntsom-i-yaytsom-kafe-60021.html,Готовая еда,чиабатта с тунцом и яйцом кафе,1
403,https://vkusvill.ru/goods/chizburger-160-g-100347.html,Готовая еда,чизбургер,1
404,https://vkusvill.ru/goods/shampinony-marinovannye-pikantnye-82374.html,Готовая еда,шампиньоны маринованные пикантные,1
405,https://vkusvill.ru/goods/shaurma-gruzinskaya-69753.html,Готовая еда,шаурма грузинская,1
406,https://vkusvill.ru/goods/shaurma-s-kuritsey-230-g-70874.html,Готовая еда,шаурма с курицей,1
407,https://vkusvill.ru/goods/shaurma-s-krevetkoy-sousom-tysyacha-ostrovov-i-salatom-romano-99925.html,Готовая еда,шаурма с креветкой соусом тысяча островов и салатом романо,1
408,https://vkusvill.ru/goods/shaurma-s-lyulya-iz-baraniny-76296.html,Готовая еда,шаурма с люля из баранины,1
409,https://vkusvill.ru/goods/shaurma-s-rvanoy-govyadinoy-i-gorchichnym-sousom-99884.html,Готовая еда,шаурма с рваной говядиной и горчичным соусом,1
410,https://vkusvill.ru/goods/shaurma-s-tomlenym-okorokom-v-souse-barbekyu-99373.html,Готовая еда,шаурма с томленым окороком в соусе барбекю,1
411,https://vkusvill.ru/goods/shashlyk-iz-kuritsy-gril-88508.html,Готовая еда,шашлык из курицы гриль,1
412,https://vkusvill.ru/goods/shashlyk-kurinyy-s-sousom-ayoli-98595.html,Готовая еда,шашлык куриный с соусом айоли,1
413,https://vkusvill.ru/goods/shashlychok-iz-bedra-tsyplenka-broylera-s-paprikoy-93525.html,Готовая еда,шашлычок из бедра цыпленка-бройлера с паприкой,1
414,https://vkusvill.ru/goods/shnitsel-kurinyy-v-syrnoy-panirovke-s-makaronami-59037.html,Готовая еда,шницель куриный в сырной панировке с макаронами,1
415,https://vkusvill.ru/goods/shtrudel-yablochnyy-vegan-51294.html,Готовая еда,штрудель яблочный веган,1
416,https://vkusvill.ru/goods/shchechka-telyachya-tomlenaya-47835.html,Готовая еда,щечка телячья томленая,1
417,https://vkusvill.ru/goods/shchi-iz-belokochannoy-kapusty-s-govyadinoy-v-nabore-so-smetanoy-105248.html,Готовая еда,щи из белокочанной капусты с говядиной в наборе со сметаной,1
418,https://vkusvill.ru/goods/shchi-iz-svezhey-kapusty-s-kuritsey-59039.html,Готовая еда,щи из свежей капусты с курицей,1
419,https://vkusvill.ru/goods/yaytsa-kurinye-kopchenye-molodetskie-80003.html,Готовая еда,яйца куриные копченые молодецкие,1
420,https://vkusvill.ru/goods/beygl-s-lososem-i-tvorozhnym-syrom-kafe-79221.html,Готовая еда,бейгл с лососем и творожным сыром кафе,1
421,https://vkusvill.ru/goods/boul-britanskiy-zavtrak-kafe-105602.html,Готовая еда,боул британский завтрак кафе,1
422,https://vkusvill.ru/goods/boul-s-zapechennoy-kuritsey-bulgurom-i-sousom-iz-zelenykh-trav-kafe-94475.html,Готовая еда,боул с запеченной курицей булгуром и соусом из зеленых трав кафе,1
423,https://vkusvill.ru/goods/vafli-tvorozhno-morkovnye-v-nabore-s-sousom-maskarpone-105490.html,Готовая еда,вафли творожно-морковные в наборе с соусом  маскарпоне,1
424,https://vkusvill.ru/goods/kasha-gorokhovaya-74253.html,Особое питание,каша гороховая,1
425,https://vkusvill.ru/goods/granola-s-goluboy-matchey-i-vishnevym-dzhemom-s-sufle-iz-ryazhenki-kafe-105249.html,Готовая еда,гранола с голубой матчей и вишневым джемом с суфле из ряженки кафе,1
426,https://vkusvill.ru/goods/zavtrak-boul-s-khashbraunom-i-shpinatom-kafe-99743.html,Готовая еда,завтрак боул с хашбрауном и шпинатом кафе,1
427,https://vkusvill.ru/goods/kambala-zharenaya-ves-54400.html,Готовая еда,камбала жареная вес,1
428,https://vkusvill.ru/goods/kasha-iz-bulgura-so-svininoy-i-ovoshchami-kafe-106389.html,Готовая еда,каша из булгура со свининой и овощами кафе,1
429,https://vkusvill.ru/goods/kasha-ovsyanaya-na-bezlaktoznom-moloke-s-yagodami-i-mindalnymi-lepestkami-kafe-105273.html,Готовая еда,каша овсяная на безлактозном молоке с ягодами и миндальными лепестками кафе,1
430,https://vkusvill.ru/goods/kasha-perlovaya-s-tushyenkoy-i-ovoshchami-kafe-106391.html,Готовая еда,каша перловая с тушёнкой и овощами кафе,1
431,https://vkusvill.ru/goods/kasha-pshennaya-s-tykvoy-na-rastitelnoy-osnove-bez-dob-sakhara-kafe-59273.html,Готовая еда,каша пшенная с тыквой на растительной основе без доб сахара кафе,1
432,https://vkusvill.ru/goods/kasha-risovaya-na-kokosovoy-osnove-s-s-frukt-kafe-33785.html,Готовая еда,каша рисовая на кокосовой основе с сфрукт кафе,1
433,https://vkusvill.ru/goods/kish-s-kuritsey-i-gribami-kafe-27158.html,Готовая еда,киш с курицей и грибами кафе,1
434,https://vkusvill.ru/goods/kulesh-s-kuritsey-i-ovoshchami-kafe-106388.html,Готовая еда,кулеш с курицей и овощами кафе,1
435,https://vkusvill.ru/goods/lapsha-grechnevaya-soba-27867.html,Вегетарианское и постное,лапша гречневая соба,1
436,https://vkusvill.ru/goods/moyva-zam-700-g-63849.html,"Рыба, икра и морепродукты",мойва зам,1
437,https://vkusvill.ru/goods/navaga-zharenaya-ves-54399.html,Готовая еда,навага жареная вес,1
438,https://vkusvill.ru/goods/sosiski-s-goroshkom-i-yaytsom-kafe-106900.html,Готовая еда,сосиски с горошком и яйцом кафе,1
439,https://vkusvill.ru/goods/syrniki-iz-tvoroga-kafe-27161.html,Готовая еда,сырники из творога кафе,1
440,https://vkusvill.ru/goods/sendvich-roll-falafel-s-khumusom-i-ovoshchami-kafe-57853.html,Готовая еда,сэндвич-ролл фалафель с хумусом и овощами кафе,1
441,https://vkusvill.ru/goods/kosmo-sendvich-tsezar-98691.html,Готовая еда,космо-сэндвич цезарь,1
442,https://vkusvill.ru/goods/kotlety-kurinye-zapechennye-pod-syrom-s-pastoy-fuzilli-105823.html,Готовая еда,котлеты куриные запеченные под сыром с пастой фузилли,1
443,https://vkusvill.ru/goods/kruassan-s-mortadelloy-krem-chizom-i-tryufelem-kafe-103771.html,Готовая еда,круассан с мортаделлой крем-чизом и трюфелем кафе,1
444,https://vkusvill.ru/goods/panini-s-forelyu-shpinatom-i-sousom-tsezar-kafe-105642.html,Готовая еда,панини с форелью шпинатом и соусом цезарь кафе,1
445,https://vkusvill.ru/goods/pasta-talyatelle-s-limonnym-tsyplenkom-82611.html,Готовая еда,паста тальятелле с лимонным цыпленком,1
446,https://vkusvill.ru/goods/pirog-dve-nachinki-kapusta-kartofel-griby-96566.html,Готовая еда,пирог две начинки капуста картофель-грибы,1
447,https://vkusvill.ru/goods/pirog-tatarskiy-s-kartofelem-i-myasom-ptitsy-105464.html,Готовая еда,пирог татарский с картофелем и мясом птицы,1
448,https://vkusvill.ru/goods/pirozhki-zharenye-s-kartoshkoy-syrom-i-ukropom-78054.html,Готовая еда,пирожки жареные с картошкой сыром и укропом,1
449,https://vkusvill.ru/goods/roll-superbif-s-osobym-sousom-100164.html,Готовая еда,ролл супербиф с особым соусом,1
450,https://vkusvill.ru/goods/salat-s-kuritsey-syrom-feta-i-vinogradom-71212.html,Готовая еда,салат с курицей сыром фета и виноградом,1
451,https://vkusvill.ru/goods/sendvich-ruben-s-pastrami-iz-indeyki-kafe-81978.html,Готовая еда,сэндвич рубен с пастрами из индейки кафе,1
452,https://vkusvill.ru/goods/sendvich-roll-s-kuritsey-tanduri-38114.html,Готовая еда,сэндвич ролл с курицей тандури,1
453,https://vkusvill.ru/goods/sendvich-s-kuritsey-bekonom-i-omletom-kafe-104962.html,Готовая еда,сэндвич с курицей беконом и омлетом кафе,1
454,https://vkusvill.ru/goods/temaki-s-ugrem-102954.html,Готовая еда,темаки с угрем,1
455,https://vkusvill.ru/goods/tostovyy-kruassan-s-kuritsey-i-sousom-tsezar-kafe-81642.html,Готовая еда,тостовый круассан с курицей и соусом цезарь кафе,1
456,https://vkusvill.ru/goods/age-fish-sandochi-318362.html,Готовая еда,аге фиш сандочи,1
457,https://vkusvill.ru/goods/angliyskiy-zavtrak-53931.html,Готовая еда,английский завтрак,1
458,https://vkusvill.ru/goods/bananovye-pankeyki-s-orekhovoy-pastoy-68178.html,Готовая еда,банановые панкейки с ореховой пастой,1
459,https://vkusvill.ru/goods/beygl-s-forelyu-i-slivochnym-syrom-99331.html,Готовая еда,бейгл с форелью и сливочным сыром,1
460,https://vkusvill.ru/goods/bento-nabor-s-grechnevoy-lapshoy-omletom-i-kuritsey-100262.html,Готовая еда,бенто набор с гречневой лапшой омлетом и курицей,1
461,https://vkusvill.ru/goods/befstroganov-iz-govyazhey-vyrezki-s-pyure-mochenoy-brusnikoy-i-lukovymi-chipsami-82609.html,Готовая еда,бефстроганов из говяжьей вырезки с пюре моченой брусникой и луковыми чипсами,1
462,https://vkusvill.ru/goods/bigos-s-kopchenoy-grudinkoy-97838.html,Готовая еда,бигос с копченой грудинкой,1
463,https://vkusvill.ru/goods/bifshteks-govyazhiy-ves-67298.html,"Мясо, птица",бифштекс говяжий вес,1
464,https://vkusvill.ru/goods/blin-zhyulen-klassicheskiy-94069.html,Готовая еда,блин жюльен классический,1
465,https://vkusvill.ru/goods/blin-klassicheskiy-so-slivochnym-maslom-94068.html,Готовая еда,блин классический со сливочным маслом,1
466,https://vkusvill.ru/goods/blin-madam-s-vetchinoy-syrom-i-yaytsom-96310.html,Готовая еда,блин мадам с ветчиной сыром и яйцом,1
467,https://vkusvill.ru/goods/pitstsa-mnogo-syra-s-pechenoy-grushey-93583.html,Готовая еда,пицца много сыра с печеной грушей,1
468,https://vkusvill.ru/goods/blin-tsezar-96312.html,Готовая еда,блин цезарь,1
469,https://vkusvill.ru/goods/blin-vetchina-syr-96313.html,Готовая еда,блин ветчина  сыр,1
470,https://vkusvill.ru/goods/blin-s-kuritsey-i-syrom-94066.html,Готовая еда,блин с курицей и сыром,1
471,https://vkusvill.ru/goods/kruassan-s-syrom-65996.html,Сладости и десерты,круассан с сыром,1
472,https://vkusvill.ru/goods/blin-so-svezhim-bananom-i-orekhovoy-pastoy-94062.html,Готовая еда,блин со свежим бананом и ореховой пастой,1
473,https://vkusvill.ru/goods/blin-so-sgushchenkoy-94067.html,Готовая еда,блин со сгущенкой,1
474,https://vkusvill.ru/goods/blinchik-maksi-s-vetchinoy-i-suluguni-96975.html,Готовая еда,блинчик макси с ветчиной и сулугуни,1
475,https://vkusvill.ru/goods/blinchiki-klassicheskie-100-g-97606.html,Готовая еда,блинчики классические,1
476,https://vkusvill.ru/goods/blinchiki-s-kakao-kremchizom-i-vishney-97603.html,Готовая еда,блинчики с какао кремчизом и вишней,1
477,https://vkusvill.ru/goods/blinchiki-s-pechenyu-i-yaytsom-69140.html,Готовая еда,блинчики с печенью и яйцом,1
478,https://vkusvill.ru/goods/bliny-bogatyrskiy-pir-s-govyazhim-farshem-i-sousom-barbekyu-107232.html,Готовая еда,блины богатырский пир с говяжьим фаршем и соусом барбекю,1
479,https://vkusvill.ru/goods/bliny-gribnoe-zastole-s-zhyulenom-107120.html,Готовая еда,блины грибное застолье с жюльеном,1
480,https://vkusvill.ru/goods/bliny-dary-glubin-s-forelyu-i-tvorozhnym-syrom-107228.html,Готовая еда,блины дары глубин с форелью и творожным сыром,1
481,https://vkusvill.ru/goods/bliny-divo-sladkoe-s-bananom-i-shokoladnoy-pastoy-107226.html,Готовая еда,блины диво сладкое с бананом и шоколадной пастой,1
482,https://vkusvill.ru/goods/bliny-skazochnyy-les-s-brusnichnoy-sgushchenkoy-107129.html,Готовая еда,блины сказочный лес с брусничной сгущенкой,1
483,https://vkusvill.ru/goods/bliny-sladkie-skazaniya-s-shokoladnoy-pastoy-i-tvorozhnym-syrom-107127.html,Готовая еда,блины сладкие сказания с шоколадной пастой и творожным сыром,1
484,https://vkusvill.ru/goods/bliny-utrennee-pirshestvo-s-omletom-i-servelatom-107287.html,Готовая еда,блины утреннее пиршество с омлетом и сервелатом,1
485,https://vkusvill.ru/goods/bliny-s-kuritsey-i-gribami-94829.html,Готовая еда,блины с курицей и грибами,1
486,https://vkusvill.ru/goods/boby-edamame-316086.html,Готовая еда,бобы эдамаме,1
487,https://vkusvill.ru/goods/bolly-kurinye-tsukune-s-kartofelem-321411.html,Готовая еда,боллы куриные цукунэ с картофелем,1
488,https://vkusvill.ru/goods/bolshaya-portsiya-blinchikov-s-kuritsey-i-smetanoy-56062.html,Готовая еда,большая порция блинчиков с курицей и сметаной,1
489,https://vkusvill.ru/goods/bolshaya-portsiya-krylev-s-sousom-barbekyu-106803.html,Готовая еда,большая порция крыльев с соусом барбекю,1
490,https://vkusvill.ru/goods/bolshaya-portsiya-kurinykh-sharikov-s-pryanym-sousom-tsezar-85961.html,Готовая еда,большая порция куриных шариков с пряным соусом цезарь,1
491,https://vkusvill.ru/goods/bolshaya-portsiya-lenivykh-golubtsov-6-sht-v-smetannom-souse-81145.html,Готовая еда,большая порция ленивых голубцов  в сметанном соусе,1
492,https://vkusvill.ru/goods/bolshaya-portsiya-naggetsov-s-medovo-gorchichnym-sousom-106806.html,Готовая еда,большая порция наггетсов с медово-горчичным соусом,1
493,https://vkusvill.ru/goods/priprava-dlya-plova-30-g-79054.html,"Масла, соусы, специи, сахар и соль",приправа для плова,1
494,https://vkusvill.ru/goods/bolshaya-portsiya-plova-s-kuritsey-i-barbarisom-97387.html,Готовая еда,большая порция плова с курицей и барбарисом,1
495,https://vkusvill.ru/goods/bolshaya-portsiya-salata-grecheskogo-106438.html,Готовая еда,большая порция салата греческого,1
496,https://vkusvill.ru/goods/bolshaya-portsiya-syrnikov-s-malinoy-52814.html,Готовая еда,большая порция сырников с малиной,1
497,https://vkusvill.ru/goods/bolshaya-portsiya-syrnikov-tvorozhnykh-so-smetanoy-i-malinovym-varenem-64454.html,Готовая еда,большая порция сырников творожных со сметаной и малиновым вареньем,1
498,https://vkusvill.ru/goods/bolshaya-portsiya-okorochka-kurinye-zapechennye-s-marinovannym-lukom-i-sousom-100144.html,Готовая еда,большая порция окорочка куриные запеченные с маринованным луком и соусом,1
499,https://vkusvill.ru/goods/bonito-roll-258146.html,Готовая еда,бонито ролл,1
500,https://vkusvill.ru/goods/borshch-postnyy-55152.html,Готовая еда,борщ постный,1
501,https://vkusvill.ru/goods/borshch-s-kurinoy-grudkoy-318921.html,Готовая еда,борщ с куриной грудкой,1
502,https://vkusvill.ru/goods/semga-na-paru-ves-86726.html,Готовая еда,семга на пару вес,1
503,https://vkusvill.ru/goods/burger-bogatyr-60795.html,Готовая еда,бургер богатырь,1
504,https://vkusvill.ru/goods/burger-bogatyr-sp-101686.html,Готовая еда,бургер богатырьсп,1
505,https://vkusvill.ru/goods/burger-kanikuly-vo-frantsii-107154.html,Готовая еда,бургер каникулы во франции,1
506,https://vkusvill.ru/goods/burger-koreyskiy-bbq-96491.html,Готовая еда,бургер корейский bbq,1
507,https://vkusvill.ru/goods/burger-ne-prosto-tsezar-96504.html,Готовая еда,бургер не просто цезарь,1
508,https://vkusvill.ru/goods/burger-sochnaya-tsypa-64468.html,Готовая еда,бургер сочная цыпа,1
509,https://vkusvill.ru/goods/burger-chizboss-107155.html,Готовая еда,бургер чизбосс,1
510,https://vkusvill.ru/goods/burger-shokiruyushchaya-aziya-96509.html,Готовая еда,бургер шокирующая азия,1
511,https://vkusvill.ru/goods/burger-kurinyy-tsezar-43102.html,Готовая еда,бургер куриный цезарь,1
512,https://vkusvill.ru/goods/vareniki-s-vishney-861.html,Замороженные продукты,вареники с вишней,1
513,https://vkusvill.ru/goods/vaflya-sendvich-s-bekonom-i-yaytsom-88351.html,Готовая еда,вафля - сэндвич с беконом и яйцом,1
514,https://vkusvill.ru/goods/vaflya-zhyulen-s-kuritsey-fk-88398.html,Готовая еда,вафля жюльен с курицей фк,1
515,https://vkusvill.ru/goods/vaflya-kartofelnaya-s-mussom-iz-tuntsa-102410.html,Готовая еда,вафля картофельная с муссом из тунца,1
516,https://vkusvill.ru/goods/vinegret-ovoshchnoy-khalyal-83085.html,Готовая еда,винегрет овощной халяль,1
517,https://vkusvill.ru/goods/vok-s-kuritsey-70139.html,Готовая еда,вок с курицей,1
518,https://vkusvill.ru/goods/govyadina-burginon-s-makaronami-orzo-56783.html,Готовая еда,говядина бургиньон с макаронами орзо,1
519,https://vkusvill.ru/goods/gorokhovyy-sup-s-kopchenostyami-315245.html,Готовая еда,гороховый суп с копченостями,1
520,https://vkusvill.ru/goods/grechka-s-kotletoy-nemyaso-i-tomatnym-sousom-73676.html,Готовая еда,гречка с котлетой немясо и томатным соусом,1
521,https://vkusvill.ru/goods/gribnoy-sup-pyure-103883.html,Готовая еда,грибной суп-пюре,1
522,https://vkusvill.ru/goods/grudka-kurinaya-na-paru-s-zapechennymi-ovoshchami-gril-98675.html,Готовая еда,грудка куриная на пару с запеченными овощами гриль,1
523,https://vkusvill.ru/goods/poket-bif-296293.html,Готовая еда,покет биф,1
524,https://vkusvill.ru/goods/roll-sakura-258156.html,Готовая еда,ролл сакура,1
525,https://vkusvill.ru/goods/roll-unadon-258165.html,Готовая еда,ролл унадон,1
526,https://vkusvill.ru/goods/derevenskiy-zavtrak-65057.html,Готовая еда,деревенский завтрак,1
527,https://vkusvill.ru/goods/draniki-kartofelnye-zam-85171.html,Замороженные продукты,драники картофельные зам,1
528,https://vkusvill.ru/goods/dukhovye-kotlety-pod-slivochno-syrnoy-shapkoy-321412.html,Готовая еда,духовые котлеты под сливочно-сырной шапкой,1
529,https://vkusvill.ru/goods/zharenyy-ris-smak-318356.html,Готовая еда,жареный рис смак,1
530,https://vkusvill.ru/goods/zharenyy-ris-s-kuritsey-257744.html,Готовая еда,жареный рис с курицей,1
531,https://vkusvill.ru/goods/zharkoe-iz-kartofelya-s-gribami-kuritsey-i-slivochnym-sousom-340-g-100675.html,Готовая еда,жаркое из картофеля с грибами курицей и сливочным соусом,1
532,https://vkusvill.ru/goods/zharkoe-iz-kuritsy-s-kartofelem-102935.html,Готовая еда,жаркое из курицы с картофелем,1
533,https://vkusvill.ru/goods/zapekanka-tvorozhnaya-na-mindalnoy-muke-s-yagodnym-sousom-100959.html,Готовая еда,запеканка творожная на миндальной муке с ягодным соусом,1
534,https://vkusvill.ru/goods/zapechennaya-kuritsa-s-zharenym-kartofelem-i-gribami-89529.html,Готовая еда,запеченная курица с жареным картофелем и грибами,1
535,https://vkusvill.ru/goods/zelenyy-salat-s-kuritsey-263663.html,Готовая еда,зеленый салат с курицей,1
536,https://vkusvill.ru/goods/zelyenyy-gorokhovyy-sup-317557.html,Готовая еда,зелёный гороховый суп,1
537,https://vkusvill.ru/goods/zelyenyy-salat-s-tsitrusovym-sousom-263664.html,Готовая еда,зелёный салат с цитрусовым соусом,1
538,https://vkusvill.ru/goods/indeyka-v-slivochnom-souse-s-bulgurom-321413.html,Готовая еда,индейка в сливочном соусе с булгуром,1
539,https://vkusvill.ru/goods/kartofel-beybi-zapechennyy-ves-86683.html,Готовая еда,картофель бейби запеченный вес,1
540,https://vkusvill.ru/goods/kartofel-zharenyy-s-gribami-ves-98524.html,Готовая еда,картофель жареный с грибами вес,1
541,https://vkusvill.ru/goods/kasha-gurevskaya-mannaya-105640.html,Готовая еда,каша гурьевская манная,1
542,https://vkusvill.ru/goods/kasha-fermerskiy-miks-s-yablokami-i-izyumom-94982.html,Готовая еда,каша фермерский микс с яблоками и изюмом,1
543,https://vkusvill.ru/goods/shokolad-na-kokosovom-moloke-83982.html,Сладости и десерты,шоколад на кокосовом молоке,1
544,https://vkusvill.ru/goods/kasha-ovsyanaya-so-svezhey-golubikoy-i-karamelizirovannymi-bananami-53917.html,Готовая еда,каша овсяная со свежей голубикой и карамелизированными бананами,1
545,https://vkusvill.ru/goods/kolbaska-bavarskaya-1-sht-na-shpazhke-s-kartofelnym-pyure-335-g-86480.html,Готовая еда,колбаска баварская  на шпажке с картофельным пюре,1
546,https://vkusvill.ru/goods/kolbaska-kurinaya-s-ovoshchami-gril-khalyal-94342.html,Готовая еда,колбаска куриная с овощами гриль халяль,1
547,https://vkusvill.ru/goods/kombo-nabor-1-borshch-dukhovye-kotlety-s-kartofelem-331731.html,Готовая еда,комбо-набор 1 борщ  духовые котлеты с картофелем,1
548,https://vkusvill.ru/goods/kombo-nabor-2-gorokhovyy-sup-zelenyy-salat-tsukune-s-kartofelem-331734.html,Готовая еда,комбо-набор 2 гороховый суп  зеленый салат  цукунэ с картофелем,1
549,https://vkusvill.ru/goods/kombo-nabor-4-sup-lagman-salat-s-kinoa-331735.html,Готовая еда,комбо-набор 4 суп лагман  салат с киноа,1
550,https://vkusvill.ru/goods/kombo-nabor-5-sup-lagman-zelenyy-salat-s-tsitrusovym-sousom-zharenyy-ris-s-kuritsey-331736.html,Готовая еда,комбо-набор 5 суп лагман  зеленый салат с цитрусовым соусом  жареный рис с курицей,1
551,https://vkusvill.ru/goods/parovye-kurinye-shariki-v-gribnom-souse-s-grechkoy-105319.html,Готовая еда,паровые куриные шарики в грибном соусе с гречкой,1
552,https://vkusvill.ru/goods/krem-sup-iz-brokkoli-s-zelenym-goroshkom-100045.html,Готовая еда,крем-суп из брокколи с зеленым горошком,1
553,https://vkusvill.ru/goods/shchi-sutochnye-100046.html,Готовая еда,щи суточные,1
554,https://vkusvill.ru/goods/kopchenyy-som-na-risovoy-podushke-318357.html,Готовая еда,копченый сом на рисовой подушке,1
555,https://vkusvill.ru/goods/kopchyenyy-ugor-narezannyy-316087.html,Готовая еда,копчёный угорь нарезанный,1
556,https://vkusvill.ru/goods/korn-dog-chiz-264164.html,Готовая еда,корн-дог чиз,1
557,https://vkusvill.ru/goods/kotleta-iz-treski-2-sht-s-makaronami-bantiki-100142.html,Готовая еда,котлета из трески с макаронами бантики,1
558,https://vkusvill.ru/goods/kotleta-iz-file-shchuki-i-mintaya-ves-93130.html,Готовая еда,котлета из филе щуки и минтая вес,1
559,https://vkusvill.ru/goods/kotleta-myasnaya-ves-86729.html,Готовая еда,котлета мясная вес,1
560,https://vkusvill.ru/goods/kotleta-po-pozharski-s-pechenym-bebi-kartofelem-s-gribnym-sousom-89473.html,Готовая еда,котлета по-пожарски с печеным бэби-картофелем с грибным соусом,1
561,https://vkusvill.ru/goods/krevetki-korolevskie-nerazdelannye-varenye-50-60-okhl-250-g-83456.html,Готовая еда,креветки королевские неразделанные вареные 5060 охл,1
562,https://vkusvill.ru/goods/krem-sup-kabocha-292510.html,Готовая еда,крем-суп кабоча,1
563,https://vkusvill.ru/goods/krem-sup-iz-batata-s-lososem-315247.html,Готовая еда,крем-суп из батата с лососем,1
564,https://vkusvill.ru/goods/krem-sup-iz-tykvy-pryanyy-na-kokosovom-kreme-kafe-96609.html,Готовая еда,крем-суп из тыквы пряный на кокосовом креме кафе,1
565,https://vkusvill.ru/goods/krem-sup-iz-shpinata-s-myagkim-syrom-101408.html,Готовая еда,крем-суп из шпината с мягким сыром,1
566,https://vkusvill.ru/goods/krem-sup-s-brokkoli-i-kuritsey-103137.html,Готовая еда,крем-суп с брокколи и курицей,1
567,https://vkusvill.ru/goods/kruassan-s-zapechennoy-kuritsey-bekonom-i-yaytsom-93700.html,Готовая еда,круассан с запеченной курицей беконом и яйцом,0
568,https://vkusvill.ru/goods/kukuruza-gril-s-sousom-70771.html,Готовая еда,кукуруза гриль с соусом,1
569,https://vkusvill.ru/goods/kurinaya-grudka-s-grechkoy-i-tomatnym-sousom-59005.html,Готовая еда,куриная грудка с гречкой и томатным соусом,1
570,https://vkusvill.ru/goods/kurinye-kotletki-pesto-s-pastoy-fuzilli-105593.html,Готовая еда,куриные котлетки песто с пастой фузилли,0
571,https://vkusvill.ru/goods/kurinye-krylya-v-sladkom-souse-chili-321414.html,Готовая еда,куриные крылья в сладком соусе чили,1
572,https://vkusvill.ru/goods/krylya-kurinye-v-marinade-24945.html,"Мясо, птица",крылья куриные в маринаде,1
573,https://vkusvill.ru/goods/kuritsa-karri-s-risom-317968.html,Готовая еда,курица карри с рисом,1
574,https://vkusvill.ru/goods/lazanya-boloneze-69916.html,Готовая еда,лазанья болоньезе,1
575,https://vkusvill.ru/goods/losos-atlanticheskiy-semga-file-na-kozhe-na-grile-160g-75788.html,Готовая еда,лосось атлантический семга филе на коже на гриле,1
576,https://vkusvill.ru/goods/lyulya-kebab-nemyaso-zam-49770.html,Замороженные продукты,люля-кебаб немясо зам,1
